,fecha,Comarca,Número de casos total,Casos positivos de mujeres,Casos positivos de hombres,Número de defunciones total,Defunciones de mujeres,Defunciones de hombres,Defunciones no clasificadas
28119,06/04/2021,VALLES ORIENTAL,82,0.0,1.0,2.0,0.0,1.0,0.0
28118,06/04/2021,VALLES ORIENTAL,81,1.0,0.0,2.0,0.0,1.0,0.0
28079,06/04/2021,MARESME,49,0.0,1.0,,,,
28116,06/04/2021,VALLES OCCIDENTAL,181,0.0,1.0,2.0,1.0,0.0,0.0
28115,06/04/2021,VALLES OCCIDENTAL,166,1.0,0.0,4.0,0.0,1.0,0.0
28114,06/04/2021,VALLES OCCIDENTAL,166,1.0,0.0,2.0,1.0,0.0,0.0
28113,06/04/2021,VALL D'ARAN,2,0.0,1.0,,,,
28112,06/04/2021,VALL D'ARAN,3,1.0,0.0,,,,
28100,06/04/2021,SEGARRA,5,1.0,0.0,,,,
28111,06/04/2021,URGELL,6,0.0,1.0,,,,
28109,06/04/2021,TARRAGONES,28,0.0,1.0,,,,
28108,06/04/2021,TARRAGONES,20,1.0,0.0,,,,
28107,06/04/2021,SOLSONES,2,0.0,1.0,,,,
28106,06/04/2021,SOLSONES,1,1.0,0.0,,,,
28105,06/04/2021,SELVA,16,0.0,1.0,,,,
28104,06/04/2021,SELVA,17,1.0,0.0,,,,
28103,06/04/2021,SEGRIA,50,0.0,1.0,1.0,0.0,1.0,0.0
28102,06/04/2021,SEGRIA,48,1.0,0.0,1.0,0.0,1.0,0.0
28110,06/04/2021,URGELL,15,1.0,0.0,,,,
28078,06/04/2021,MARESME,52,1.0,0.0,,,,
28081,06/04/2021,MOIANÈS,11,0.0,1.0,1.0,0.0,1.0,0.0
28076,06/04/2021,GIRONES,29,1.0,0.0,,,,
28053,06/04/2021,BAIX EBRE,11,0.0,1.0,,,,
28052,06/04/2021,BAIX EBRE,5,1.0,0.0,,,,
28051,06/04/2021,BAIX CAMP,25,0.0,1.0,1.0,0.0,1.0,0.0
28050,06/04/2021,BAIX CAMP,27,1.0,0.0,1.0,0.0,1.0,0.0
28049,06/04/2021,BAGES,33,0.0,1.0,,,,
28048,06/04/2021,BAGES,45,1.0,0.0,,,,
28047,06/04/2021,ANOIA,12,0.0,1.0,,,,
28046,06/04/2021,ANOIA,18,1.0,0.0,,,,
28054,06/04/2021,BAIX EMPORDA,18,1.0,0.0,1.0,0.0,1.0,0.0
28045,06/04/2021,ALTA RIBAGORÇA,4,0.0,1.0,,,,
28043,06/04/2021,ALT URGELL,4,0.0,1.0,,,,
28042,06/04/2021,ALT URGELL,8,1.0,0.0,,,,
28041,06/04/2021,ALT PENEDES,18,0.0,1.0,1.0,0.0,1.0,0.0
28040,06/04/2021,ALT PENEDES,18,1.0,0.0,1.0,0.0,1.0,0.0
28039,06/04/2021,ALT EMPORDA,27,0.0,1.0,1.0,0.0,1.0,0.0
28038,06/04/2021,ALT EMPORDA,20,1.0,0.0,1.0,0.0,1.0,0.0
28037,06/04/2021,ALT CAMP,12,0.0,1.0,,,,
28077,06/04/2021,GIRONES,29,0.0,1.0,,,,
28044,06/04/2021,ALTA RIBAGORÇA,1,1.0,0.0,,,,
28055,06/04/2021,BAIX EMPORDA,17,0.0,1.0,1.0,0.0,1.0,0.0
28036,06/04/2021,ALT CAMP,4,1.0,0.0,,,,
28057,06/04/2021,BAIX LLOBREGAT,150,0.0,1.0,1.0,0.0,1.0,0.0
28056,06/04/2021,BAIX LLOBREGAT,125,1.0,0.0,1.0,0.0,1.0,0.0
28074,06/04/2021,GARROTXA,24,1.0,0.0,,,,
28073,06/04/2021,GARRIGUES,4,0.0,1.0,,,,
28072,06/04/2021,GARRIGUES,2,1.0,0.0,,,,
28071,06/04/2021,GARRAF,13,0.0,1.0,,,,
28070,06/04/2021,GARRAF,8,1.0,0.0,,,,
28069,06/04/2021,CONCA DE BARBERA,3,0.0,1.0,,,,
28068,06/04/2021,CONCA DE BARBERA,3,1.0,0.0,,,,
28067,06/04/2021,CERDANYA,6,0.0,1.0,,,,
28075,06/04/2021,GARROTXA,23,0.0,1.0,,,,
28065,06/04/2021,BERGUEDA,4,0.0,1.0,,,,
28064,06/04/2021,BERGUEDA,7,1.0,0.0,,,,
28063,06/04/2021,BARCELONES,381,0.0,1.0,6.0,0.0,1.0,0.0
28062,06/04/2021,BARCELONES,381,0.0,1.0,1.0,1.0,0.0,0.0
28061,06/04/2021,BARCELONES,386,1.0,0.0,6.0,0.0,1.0,0.0
28060,06/04/2021,BARCELONES,386,1.0,0.0,1.0,1.0,0.0,0.0
28066,06/04/2021,CERDANYA,5,1.0,0.0,,,,
28059,06/04/2021,BAIX PENEDES,4,0.0,1.0,,,,
28058,06/04/2021,BAIX PENEDES,7,1.0,0.0,,,,
28176,07/04/2021,PALLARS JUSSA,1,1.0,0.0,,,,
28177,07/04/2021,PALLARS SOBIRA,1,0.0,1.0,,,,
28181,07/04/2021,PLA DE L'ESTANY,2,0.0,1.0,,,,
28179,07/04/2021,PLA D'URGELL,17,0.0,1.0,1.0,0.0,1.0,0.0
28180,07/04/2021,PLA DE L'ESTANY,5,1.0,0.0,,,,
28182,07/04/2021,PRIORAT,3,0.0,1.0,,,,
28178,07/04/2021,PLA D'URGELL,13,1.0,0.0,1.0,0.0,1.0,0.0
28175,07/04/2021,OSONA,21,0.0,1.0,,,,
28171,07/04/2021,MONTSIA,1,0.0,1.0,,,,
28173,07/04/2021,NOGUERA,10,0.0,1.0,,,,
28172,07/04/2021,NOGUERA,6,1.0,0.0,,,,
28170,07/04/2021,MONTSIA,1,1.0,0.0,,,,
28169,07/04/2021,MOIANÈS,1,0.0,1.0,,,,
28168,07/04/2021,MOIANÈS,1,1.0,0.0,,,,
28167,07/04/2021,MARESME,51,0.0,1.0,1.0,0.0,1.0,0.0
28166,07/04/2021,MARESME,36,1.0,0.0,1.0,0.0,1.0,0.0
28183,07/04/2021,RIBERA D'EBRE,1,1.0,0.0,,,,
28165,07/04/2021,GIRONES,30,0.0,1.0,1.0,0.0,1.0,0.0
28174,07/04/2021,OSONA,39,1.0,0.0,,,,
28184,07/04/2021,RIPOLLES,3,1.0,0.0,,,,
28194,07/04/2021,TARRAGONES,17,0.0,1.0,,,,
28186,07/04/2021,SEGARRA,4,1.0,0.0,,,,
28164,07/04/2021,GIRONES,30,0.0,1.0,1.0,1.0,0.0,0.0
28203,07/04/2021,VALLES ORIENTAL,68,1.0,0.0,1.0,1.0,0.0,0.0
28202,07/04/2021,VALLES OCCIDENTAL,158,0.0,1.0,1.0,0.0,1.0,0.0
28201,07/04/2021,VALLES OCCIDENTAL,140,1.0,0.0,1.0,0.0,1.0,0.0
28204,07/04/2021,VALLES ORIENTAL,64,0.0,1.0,1.0,1.0,0.0,0.0
28200,07/04/2021,VALL D'ARAN,1,0.0,1.0,,,,
28199,07/04/2021,VALL D'ARAN,1,1.0,0.0,,,,
28198,07/04/2021,URGELL,8,0.0,1.0,,,,
28185,07/04/2021,RIPOLLES,3,0.0,1.0,,,,
28197,07/04/2021,URGELL,10,1.0,0.0,,,,
28195,07/04/2021,TERRA ALTA,2,1.0,0.0,,,,
28193,07/04/2021,TARRAGONES,20,1.0,0.0,,,,
28192,07/04/2021,SOLSONES,1,0.0,1.0,,,,
28191,07/04/2021,SELVA,6,0.0,1.0,,,,
28190,07/04/2021,SELVA,20,1.0,0.0,,,,
28189,07/04/2021,SEGRIA,49,0.0,1.0,1.0,1.0,0.0,0.0
28188,07/04/2021,SEGRIA,42,1.0,0.0,1.0,1.0,0.0,0.0
28187,07/04/2021,SEGARRA,2,0.0,1.0,,,,
28196,07/04/2021,TERRA ALTA,3,0.0,1.0,,,,
28163,07/04/2021,GIRONES,35,1.0,0.0,1.0,0.0,1.0,0.0
28123,07/04/2021,ALT EMPORDA,20,0.0,1.0,,,,
28161,07/04/2021,GARROTXA,11,0.0,1.0,1.0,0.0,1.0,0.0
28138,07/04/2021,BAIX LLOBREGAT,83,1.0,0.0,4.0,1.0,0.0,0.0
28137,07/04/2021,BAIX EMPORDA,16,0.0,1.0,1.0,1.0,0.0,0.0
28136,07/04/2021,BAIX EMPORDA,17,1.0,0.0,1.0,1.0,0.0,0.0
28135,07/04/2021,BAIX EBRE,3,0.0,1.0,,,,
28134,07/04/2021,BAIX EBRE,2,1.0,0.0,,,,
28133,07/04/2021,BAIX CAMP,16,0.0,1.0,,,,
28132,07/04/2021,BAIX CAMP,20,1.0,0.0,,,,
28130,07/04/2021,BAGES,34,1.0,0.0,1.0,1.0,0.0,0.0
28139,07/04/2021,BAIX LLOBREGAT,83,1.0,0.0,1.0,0.0,1.0,0.0
28129,07/04/2021,ANOIA,25,0.0,1.0,,,,
28127,07/04/2021,ALT URGELL,8,0.0,1.0,,,,
28126,07/04/2021,ALT URGELL,5,1.0,0.0,,,,
28125,07/04/2021,ALT PENEDES,21,0.0,1.0,,,,
28124,07/04/2021,ALT PENEDES,16,1.0,0.0,,,,
28122,07/04/2021,ALT EMPORDA,19,1.0,0.0,,,,
28121,07/04/2021,ALT CAMP,7,0.0,1.0,,,,
28120,07/04/2021,ALT CAMP,6,1.0,0.0,,,,
28162,07/04/2021,GIRONES,35,1.0,0.0,1.0,1.0,0.0,0.0
28128,07/04/2021,ANOIA,20,1.0,0.0,,,,
28140,07/04/2021,BAIX LLOBREGAT,80,0.0,1.0,4.0,1.0,0.0,0.0
28131,07/04/2021,BAGES,35,0.0,1.0,1.0,1.0,0.0,0.0
28142,07/04/2021,BAIX PENEDES,11,1.0,0.0,,,,
28141,07/04/2021,BAIX LLOBREGAT,80,0.0,1.0,1.0,0.0,1.0,0.0
28159,07/04/2021,GARROTXA,14,1.0,0.0,1.0,0.0,1.0,0.0
28158,07/04/2021,GARROTXA,14,1.0,0.0,1.0,1.0,0.0,0.0
28157,07/04/2021,GARRIGUES,2,0.0,1.0,,,,
28156,07/04/2021,GARRIGUES,1,1.0,0.0,,,,
28155,07/04/2021,GARRAF,9,0.0,1.0,,,,
28154,07/04/2021,GARRAF,10,1.0,0.0,,,,
28153,07/04/2021,CONCA DE BARBERA,1,0.0,1.0,,,,
28152,07/04/2021,CONCA DE BARBERA,1,1.0,0.0,,,,
28160,07/04/2021,GARROTXA,11,0.0,1.0,1.0,1.0,0.0,0.0
28150,07/04/2021,CERDANYA,3,1.0,0.0,,,,
28151,07/04/2021,CERDANYA,1,0.0,1.0,,,,
28144,07/04/2021,BARCELONES,359,1.0,0.0,6.0,1.0,0.0,0.0
28145,07/04/2021,BARCELONES,359,1.0,0.0,4.0,0.0,1.0,0.0
28146,07/04/2021,BARCELONES,309,0.0,1.0,6.0,1.0,0.0,0.0
28143,07/04/2021,BAIX PENEDES,7,0.0,1.0,,,,
28148,07/04/2021,BERGUEDA,4,1.0,0.0,,,,
28149,07/04/2021,BERGUEDA,7,0.0,1.0,,,,
28147,07/04/2021,BARCELONES,309,0.0,1.0,4.0,0.0,1.0,0.0
28260,08/04/2021,PALLARS SOBIRA,6,0.0,1.0,,,,
28266,08/04/2021,RIBERA D'EBRE,2,0.0,1.0,,,,
28265,08/04/2021,RIBERA D'EBRE,4,1.0,0.0,,,,
28264,08/04/2021,PLA DE L'ESTANY,6,0.0,1.0,,,,
28263,08/04/2021,PLA DE L'ESTANY,3,1.0,0.0,,,,
28262,08/04/2021,PLA D'URGELL,10,0.0,1.0,,,,
28267,08/04/2021,RIPOLLES,4,1.0,0.0,,,,
28261,08/04/2021,PLA D'URGELL,18,1.0,0.0,,,,
28259,08/04/2021,PALLARS SOBIRA,8,1.0,0.0,,,,
28255,08/04/2021,NOGUERA,3,0.0,1.0,,,,
28257,08/04/2021,OSONA,40,0.0,1.0,1.0,1.0,0.0,0.0
28256,08/04/2021,OSONA,24,1.0,0.0,1.0,1.0,0.0,0.0
28254,08/04/2021,NOGUERA,5,1.0,0.0,,,,
28253,08/04/2021,MONTSIA,1,0.0,1.0,,,,
28252,08/04/2021,MONTSIA,3,1.0,0.0,,,,
28251,08/04/2021,MOIANÈS,7,0.0,1.0,,,,
28250,08/04/2021,MOIANÈS,10,1.0,0.0,,,,
28268,08/04/2021,RIPOLLES,1,0.0,1.0,,,,
28258,08/04/2021,PALLARS JUSSA,4,1.0,0.0,,,,
28269,08/04/2021,SEGARRA,5,1.0,0.0,,,,
28249,08/04/2021,MARESME,48,0.0,1.0,,,,
28271,08/04/2021,SEGRIA,55,1.0,0.0,,,,
28289,08/04/2021,VALLES ORIENTAL,60,0.0,1.0,2.0,0.0,1.0,0.0
28288,08/04/2021,VALLES ORIENTAL,65,1.0,0.0,2.0,0.0,1.0,0.0
28287,08/04/2021,VALLES OCCIDENTAL,130,0.0,1.0,2.0,0.0,1.0,0.0
28286,08/04/2021,VALLES OCCIDENTAL,130,0.0,1.0,2.0,1.0,0.0,0.0
28285,08/04/2021,VALLES OCCIDENTAL,155,1.0,0.0,2.0,0.0,1.0,0.0
28284,08/04/2021,VALLES OCCIDENTAL,155,1.0,0.0,2.0,1.0,0.0,0.0
28283,08/04/2021,VALL D'ARAN,5,0.0,1.0,,,,
28282,08/04/2021,VALL D'ARAN,6,1.0,0.0,,,,
28270,08/04/2021,SEGARRA,6,0.0,1.0,,,,
28281,08/04/2021,URGELL,10,0.0,1.0,1.0,0.0,1.0,0.0
28279,08/04/2021,TERRA ALTA,3,1.0,0.0,,,,
28278,08/04/2021,TARRAGONES,22,0.0,1.0,,,,
28277,08/04/2021,TARRAGONES,16,1.0,0.0,,,,
28276,08/04/2021,SOLSONES,2,0.0,1.0,,,,
28275,08/04/2021,SOLSONES,4,1.0,0.0,,,,
28274,08/04/2021,SELVA,25,0.0,1.0,,,,
28273,08/04/2021,SELVA,24,1.0,0.0,,,,
28272,08/04/2021,SEGRIA,55,0.0,1.0,,,,
28280,08/04/2021,URGELL,5,1.0,0.0,1.0,0.0,1.0,0.0
28248,08/04/2021,MARESME,46,1.0,0.0,,,,
28236,08/04/2021,BERGUEDA,1,0.0,1.0,,,,
28246,08/04/2021,GIRONES,38,1.0,0.0,,,,
28223,08/04/2021,BAIX EMPORDA,19,1.0,0.0,1.0,1.0,0.0,0.0
28222,08/04/2021,BAIX EBRE,6,0.0,1.0,1.0,0.0,1.0,0.0
28221,08/04/2021,BAIX EBRE,2,1.0,0.0,1.0,0.0,1.0,0.0
28220,08/04/2021,BAIX CAMP,14,0.0,1.0,,,,
28219,08/04/2021,BAIX CAMP,14,1.0,0.0,,,,
28218,08/04/2021,BAGES,41,0.0,1.0,1.0,0.0,1.0,0.0
28217,08/04/2021,BAGES,41,0.0,1.0,1.0,1.0,0.0,0.0
28216,08/04/2021,BAGES,38,1.0,0.0,1.0,0.0,1.0,0.0
28224,08/04/2021,BAIX EMPORDA,17,0.0,1.0,1.0,1.0,0.0,0.0
28215,08/04/2021,BAGES,38,1.0,0.0,1.0,1.0,0.0,0.0
28213,08/04/2021,ANOIA,35,1.0,0.0,1.0,0.0,1.0,0.0
28212,08/04/2021,ALT URGELL,5,0.0,1.0,,,,
28211,08/04/2021,ALT URGELL,6,1.0,0.0,,,,
28210,08/04/2021,ALT PENEDES,15,0.0,1.0,,,,
28209,08/04/2021,ALT PENEDES,9,1.0,0.0,,,,
28208,08/04/2021,ALT EMPORDA,32,0.0,1.0,1.0,0.0,1.0,0.0
28207,08/04/2021,ALT EMPORDA,22,1.0,0.0,1.0,0.0,1.0,0.0
28205,08/04/2021,ALT CAMP,6,1.0,0.0,,,,
28214,08/04/2021,ANOIA,34,0.0,1.0,1.0,0.0,1.0,0.0
28225,08/04/2021,BAIX LLOBREGAT,93,1.0,0.0,2.0,1.0,0.0,0.0
28206,08/04/2021,ALT CAMP,3,0.0,1.0,,,,
28227,08/04/2021,BAIX LLOBREGAT,71,0.0,1.0,2.0,1.0,0.0,0.0
28226,08/04/2021,BAIX LLOBREGAT,93,1.0,0.0,3.0,0.0,1.0,0.0
28244,08/04/2021,GARROTXA,22,1.0,0.0,,,,
28243,08/04/2021,GARRIGUES,1,0.0,1.0,,,,
28242,08/04/2021,GARRIGUES,2,1.0,0.0,,,,
28241,08/04/2021,GARRAF,9,0.0,1.0,,,,
28240,08/04/2021,GARRAF,12,1.0,0.0,,,,
28239,08/04/2021,CONCA DE BARBERA,2,1.0,0.0,,,,
28238,08/04/2021,CERDANYA,2,0.0,1.0,,,,
28237,08/04/2021,CERDANYA,4,1.0,0.0,,,,
28245,08/04/2021,GARROTXA,13,0.0,1.0,,,,
28235,08/04/2021,BERGUEDA,2,1.0,0.0,,,,
28234,08/04/2021,BARCELONES,288,0.0,1.0,2.0,0.0,1.0,0.0
28233,08/04/2021,BARCELONES,288,0.0,1.0,3.0,1.0,0.0,0.0
28232,08/04/2021,BARCELONES,329,1.0,0.0,2.0,0.0,1.0,0.0
28231,08/04/2021,BARCELONES,329,1.0,0.0,3.0,1.0,0.0,0.0
28230,08/04/2021,BAIX PENEDES,8,0.0,1.0,,,,
28229,08/04/2021,BAIX PENEDES,7,1.0,0.0,,,,
28228,08/04/2021,BAIX LLOBREGAT,71,0.0,1.0,3.0,0.0,1.0,0.0
28247,08/04/2021,GIRONES,31,0.0,1.0,,,,
28343,09/04/2021,PLA D'URGELL,6,1.0,0.0,,,,
28344,09/04/2021,PLA D'URGELL,3,0.0,1.0,,,,
28348,09/04/2021,RIBERA D'EBRE,5,0.0,1.0,1.0,1.0,0.0,0.0
28346,09/04/2021,PLA DE L'ESTANY,4,0.0,1.0,,,,
28347,09/04/2021,RIBERA D'EBRE,6,1.0,0.0,1.0,1.0,0.0,0.0
28349,09/04/2021,RIPOLLES,7,1.0,0.0,,,,
28345,09/04/2021,PLA DE L'ESTANY,6,1.0,0.0,,,,
28342,09/04/2021,PALLARS SOBIRA,2,0.0,1.0,,,,
28338,09/04/2021,OSONA,27,1.0,0.0,1.0,0.0,1.0,0.0
28340,09/04/2021,OSONA,20,0.0,1.0,1.0,0.0,1.0,0.0
28339,09/04/2021,OSONA,20,0.0,1.0,1.0,1.0,0.0,0.0
28337,09/04/2021,OSONA,27,1.0,0.0,1.0,1.0,0.0,0.0
28336,09/04/2021,NOGUERA,8,0.0,1.0,,,,
28335,09/04/2021,NOGUERA,3,1.0,0.0,,,,
28334,09/04/2021,MONTSIA,1,0.0,1.0,,,,
28350,09/04/2021,RIPOLLES,3,0.0,1.0,,,,
28333,09/04/2021,MONTSIA,2,1.0,0.0,,,,
28341,09/04/2021,PALLARS SOBIRA,2,1.0,0.0,,,,
28351,09/04/2021,SEGARRA,8,1.0,0.0,,,,
28361,09/04/2021,TERRA ALTA,4,0.0,1.0,,,,
28353,09/04/2021,SEGRIA,58,1.0,0.0,1.0,0.0,1.0,0.0
28332,09/04/2021,MOIANÈS,1,0.0,1.0,,,,
28371,09/04/2021,VALLES ORIENTAL,62,0.0,1.0,1.0,1.0,0.0,0.0
28370,09/04/2021,VALLES ORIENTAL,61,1.0,0.0,1.0,1.0,0.0,0.0
28369,09/04/2021,VALLES OCCIDENTAL,128,0.0,1.0,1.0,0.0,1.0,0.0
28368,09/04/2021,VALLES OCCIDENTAL,128,0.0,1.0,2.0,1.0,0.0,0.0
28367,09/04/2021,VALLES OCCIDENTAL,149,1.0,0.0,1.0,0.0,1.0,0.0
28366,09/04/2021,VALLES OCCIDENTAL,149,1.0,0.0,2.0,1.0,0.0,0.0
28364,09/04/2021,VALL D'ARAN,3,1.0,0.0,,,,
28363,09/04/2021,URGELL,6,0.0,1.0,,,,
28362,09/04/2021,URGELL,7,1.0,0.0,,,,
28360,09/04/2021,TERRA ALTA,3,1.0,0.0,,,,
28359,09/04/2021,TARRAGONES,21,0.0,1.0,,,,
28358,09/04/2021,TARRAGONES,17,1.0,0.0,,,,
28357,09/04/2021,SOLSONES,3,1.0,0.0,,,,
28356,09/04/2021,SELVA,17,0.0,1.0,1.0,0.0,1.0,0.0
28355,09/04/2021,SELVA,16,1.0,0.0,1.0,0.0,1.0,0.0
28354,09/04/2021,SEGRIA,63,0.0,1.0,1.0,0.0,1.0,0.0
28352,09/04/2021,SEGARRA,4,0.0,1.0,,,,
28331,09/04/2021,MOIANÈS,3,1.0,0.0,,,,
28365,09/04/2021,VALL D'ARAN,7,0.0,1.0,,,,
28329,09/04/2021,MARESME,40,1.0,0.0,1.0,1.0,0.0,0.0
28306,09/04/2021,BAIX EMPORDA,10,1.0,0.0,,,,
28305,09/04/2021,BAIX EBRE,1,0.0,1.0,,,,
28304,09/04/2021,BAIX EBRE,3,1.0,0.0,,,,
28303,09/04/2021,BAIX CAMP,10,0.0,1.0,,,,
28302,09/04/2021,BAIX CAMP,16,1.0,0.0,,,,
28301,09/04/2021,BAGES,29,0.0,1.0,2.0,0.0,1.0,0.0
28300,09/04/2021,BAGES,37,1.0,0.0,2.0,0.0,1.0,0.0
28299,09/04/2021,ANOIA,36,0.0,1.0,1.0,1.0,0.0,0.0
28298,09/04/2021,ANOIA,42,1.0,0.0,1.0,1.0,0.0,0.0
28297,09/04/2021,ALT URGELL,4,0.0,1.0,,,,
28296,09/04/2021,ALT URGELL,7,1.0,0.0,,,,
28295,09/04/2021,ALT PENEDES,10,0.0,1.0,1.0,1.0,0.0,0.0
28294,09/04/2021,ALT PENEDES,12,1.0,0.0,1.0,1.0,0.0,0.0
28293,09/04/2021,ALT EMPORDA,24,0.0,1.0,1.0,1.0,0.0,0.0
28292,09/04/2021,ALT EMPORDA,30,1.0,0.0,1.0,1.0,0.0,0.0
28290,09/04/2021,ALT CAMP,6,1.0,0.0,,,,
28330,09/04/2021,MARESME,39,0.0,1.0,1.0,1.0,0.0,0.0
28307,09/04/2021,BAIX EMPORDA,8,0.0,1.0,,,,
28308,09/04/2021,BAIX LLOBREGAT,76,1.0,0.0,2.0,1.0,0.0,0.0
28291,09/04/2021,ALT CAMP,4,0.0,1.0,,,,
28310,09/04/2021,BAIX PENEDES,6,1.0,0.0,1.0,0.0,1.0,0.0
28309,09/04/2021,BAIX LLOBREGAT,85,0.0,1.0,2.0,1.0,0.0,0.0
28327,09/04/2021,GIRONES,36,1.0,0.0,,,,
28326,09/04/2021,GARROTXA,18,0.0,1.0,1.0,0.0,1.0,0.0
28325,09/04/2021,GARROTXA,15,1.0,0.0,1.0,0.0,1.0,0.0
28324,09/04/2021,GARRIGUES,5,0.0,1.0,,,,
28323,09/04/2021,GARRIGUES,6,1.0,0.0,,,,
28322,09/04/2021,GARRAF,12,0.0,1.0,,,,
28321,09/04/2021,GARRAF,16,1.0,0.0,,,,
28320,09/04/2021,CONCA DE BARBERA,2,1.0,0.0,,,,
28328,09/04/2021,GIRONES,26,0.0,1.0,,,,
28318,09/04/2021,CERDANYA,5,1.0,0.0,,,,
28317,09/04/2021,BERGUEDA,6,0.0,1.0,,,,
28316,09/04/2021,BERGUEDA,1,1.0,0.0,,,,
28315,09/04/2021,BARCELONES,271,0.0,1.0,2.0,0.0,1.0,0.0
28314,09/04/2021,BARCELONES,271,0.0,1.0,6.0,1.0,0.0,0.0
28313,09/04/2021,BARCELONES,301,1.0,0.0,2.0,0.0,1.0,0.0
28312,09/04/2021,BARCELONES,301,1.0,0.0,6.0,1.0,0.0,0.0
28319,09/04/2021,CERDANYA,6,0.0,1.0,,,,
28311,09/04/2021,BAIX PENEDES,5,0.0,1.0,1.0,0.0,1.0,0.0
28427,10/04/2021,PRIORAT,1,1.0,0.0,,,,
28426,10/04/2021,PLA D'URGELL,8,0.0,1.0,,,,
28425,10/04/2021,PLA D'URGELL,9,1.0,0.0,,,,
28424,10/04/2021,PALLARS SOBIRA,1,0.0,1.0,,,,
28423,10/04/2021,PALLARS SOBIRA,3,1.0,0.0,,,,
28422,10/04/2021,PALLARS JUSSA,1,1.0,0.0,,,,
28421,10/04/2021,OSONA,7,0.0,1.0,1.0,0.0,1.0,0.0
28417,10/04/2021,NOGUERA,5,0.0,1.0,1.0,0.0,1.0,0.0
28419,10/04/2021,OSONA,4,1.0,0.0,1.0,0.0,1.0,0.0
28418,10/04/2021,OSONA,4,1.0,0.0,2.0,1.0,0.0,0.0
28416,10/04/2021,NOGUERA,5,1.0,0.0,1.0,0.0,1.0,0.0
28415,10/04/2021,MONTSIA,1,0.0,1.0,,,,
28414,10/04/2021,MONTSIA,3,1.0,0.0,,,,
28428,10/04/2021,RIBERA D'EBRE,2,1.0,0.0,,,,
28413,10/04/2021,MOIANÈS,1,0.0,1.0,,,,
28420,10/04/2021,OSONA,7,0.0,1.0,2.0,1.0,0.0,0.0
28429,10/04/2021,RIBERA D'EBRE,1,0.0,1.0,,,,
28439,10/04/2021,URGELL,7,1.0,0.0,,,,
28431,10/04/2021,SEGARRA,3,0.0,1.0,,,,
28448,10/04/2021,VALLES ORIENTAL,30,0.0,1.0,1.0,0.0,1.0,0.0
28412,10/04/2021,MOIANÈS,2,1.0,0.0,,,,
28447,10/04/2021,VALLES ORIENTAL,39,1.0,0.0,1.0,0.0,1.0,0.0
28446,10/04/2021,VALLES OCCIDENTAL,55,0.0,1.0,2.0,0.0,1.0,0.0
28445,10/04/2021,VALLES OCCIDENTAL,55,0.0,1.0,2.0,1.0,0.0,0.0
28444,10/04/2021,VALLES OCCIDENTAL,66,1.0,0.0,2.0,0.0,1.0,0.0
28443,10/04/2021,VALLES OCCIDENTAL,66,1.0,0.0,2.0,1.0,0.0,0.0
28442,10/04/2021,VALL D'ARAN,2,0.0,1.0,,,,
28441,10/04/2021,VALL D'ARAN,1,1.0,0.0,,,,
28440,10/04/2021,URGELL,4,0.0,1.0,,,,
28438,10/04/2021,TERRA ALTA,2,1.0,0.0,,,,
28437,10/04/2021,TARRAGONES,13,0.0,1.0,,,,
28436,10/04/2021,TARRAGONES,16,1.0,0.0,,,,
28435,10/04/2021,SELVA,13,0.0,1.0,,,,
28434,10/04/2021,SELVA,17,1.0,0.0,,,,
28433,10/04/2021,SEGRIA,20,0.0,1.0,,,,
28432,10/04/2021,SEGRIA,18,1.0,0.0,,,,
28430,10/04/2021,SEGARRA,2,1.0,0.0,,,,
28411,10/04/2021,MARESME,24,0.0,1.0,1.0,0.0,1.0,0.0
28406,10/04/2021,GARROTXA,2,1.0,0.0,,,,
28409,10/04/2021,GIRONES,14,0.0,1.0,,,,
28387,10/04/2021,BAIX EBRE,3,0.0,1.0,,,,
28386,10/04/2021,BAIX EBRE,1,1.0,0.0,,,,
28385,10/04/2021,BAIX CAMP,8,0.0,1.0,,,,
28384,10/04/2021,BAIX CAMP,13,1.0,0.0,,,,
28383,10/04/2021,BAGES,9,0.0,1.0,1.0,1.0,0.0,0.0
28382,10/04/2021,BAGES,11,1.0,0.0,1.0,1.0,0.0,0.0
28381,10/04/2021,ANOIA,12,0.0,1.0,,,,
28388,10/04/2021,BAIX EMPORDA,5,1.0,0.0,,,,
28380,10/04/2021,ANOIA,16,1.0,0.0,,,,
28378,10/04/2021,ALT URGELL,2,1.0,0.0,,,,
28377,10/04/2021,ALT PENEDES,5,0.0,1.0,1.0,0.0,1.0,0.0
28376,10/04/2021,ALT PENEDES,6,1.0,0.0,1.0,0.0,1.0,0.0
28375,10/04/2021,ALT EMPORDA,14,0.0,1.0,,,,
28374,10/04/2021,ALT EMPORDA,11,1.0,0.0,,,,
28410,10/04/2021,MARESME,30,1.0,0.0,1.0,0.0,1.0,0.0
28372,10/04/2021,ALT CAMP,3,1.0,0.0,,,,
28379,10/04/2021,ALT URGELL,4,0.0,1.0,,,,
28389,10/04/2021,BAIX EMPORDA,3,0.0,1.0,,,,
28373,10/04/2021,ALT CAMP,4,0.0,1.0,,,,
28391,10/04/2021,BAIX LLOBREGAT,22,0.0,1.0,3.0,0.0,1.0,0.0
28390,10/04/2021,BAIX LLOBREGAT,41,1.0,0.0,3.0,0.0,1.0,0.0
28407,10/04/2021,GARROTXA,2,0.0,1.0,,,,
