,fecha,Comarca,Número de casos total,Casos positivos de mujeres,Casos positivos de hombres,Número de defunciones total,Defunciones de mujeres,Defunciones de hombres,Defunciones no clasificadas
5201,17/05/2020,SEGRIA,4,1.0,0.0,,,,
5202,17/05/2020,SEGRIA,3,0.0,1.0,,,,
5203,17/05/2020,SELVA,1,1.0,0.0,1.0,0.0,1.0,0.0
5204,17/05/2020,SELVA,1,0.0,1.0,1.0,0.0,1.0,0.0
5205,17/05/2020,TARRAGONES,2,1.0,0.0,1.0,1.0,0.0,0.0
5206,17/05/2020,TARRAGONES,2,1.0,0.0,1.0,0.0,1.0,0.0
5209,17/05/2020,URGELL,1,0.0,1.0,,,,
5208,17/05/2020,TARRAGONES,1,0.0,1.0,1.0,0.0,1.0,0.0
5210,17/05/2020,VALLES OCCIDENTAL,4,1.0,0.0,1.0,1.0,0.0,0.0
5211,17/05/2020,VALLES OCCIDENTAL,4,1.0,0.0,1.0,0.0,1.0,0.0
5215,17/05/2020,VALLES ORIENTAL,2,0.0,1.0,1.0,0.0,1.0,0.0
5213,17/05/2020,VALLES OCCIDENTAL,4,0.0,1.0,1.0,0.0,1.0,0.0
5214,17/05/2020,VALLES ORIENTAL,2,1.0,0.0,1.0,0.0,1.0,0.0
5207,17/05/2020,TARRAGONES,1,0.0,1.0,1.0,1.0,0.0,0.0
5212,17/05/2020,VALLES OCCIDENTAL,4,0.0,1.0,1.0,1.0,0.0,0.0
5199,17/05/2020,SEGARRA,1,0.0,1.0,1.0,1.0,0.0,0.0
5197,17/05/2020,PALLARS JUSSA,1,0.0,1.0,,,,
5198,17/05/2020,PLA D'URGELL,1,0.0,1.0,,,,
5183,17/05/2020,ALT EMPORDA,1,1.0,0.0,,,,
5184,17/05/2020,ANOIA,1,0.0,1.0,,,,
5186,17/05/2020,BAIX LLOBREGAT,2,0.0,1.0,2.0,0.0,1.0,0.0
5187,17/05/2020,BARCELONES,20,1.0,0.0,8.0,1.0,0.0,0.0
5188,17/05/2020,BARCELONES,20,1.0,0.0,4.0,0.0,1.0,0.0
5189,17/05/2020,BARCELONES,11,0.0,1.0,8.0,1.0,0.0,0.0
5185,17/05/2020,BAIX LLOBREGAT,2,1.0,0.0,2.0,0.0,1.0,0.0
5191,17/05/2020,GARROTXA,1,1.0,0.0,,,,
5192,17/05/2020,MARESME,6,1.0,0.0,,,,
5193,17/05/2020,MARESME,1,0.0,1.0,,,,
5194,17/05/2020,MONTSIA,1,0.0,1.0,,,,
5195,17/05/2020,NOGUERA,1,1.0,0.0,,,,
5190,17/05/2020,BARCELONES,11,0.0,1.0,4.0,0.0,1.0,0.0
5196,17/05/2020,NOGUERA,1,0.0,1.0,,,,
5249,18/05/2020,SEGARRA,5,0.0,1.0,,,,
5248,18/05/2020,SEGARRA,4,1.0,0.0,,,,
5247,18/05/2020,OSONA,3,0.0,1.0,1.0,0.0,1.0,0.0
5246,18/05/2020,OSONA,2,1.0,0.0,1.0,0.0,1.0,0.0
5244,18/05/2020,NOGUERA,1,1.0,0.0,,,,
5243,18/05/2020,MOIANÈS,1,0.0,1.0,,,,
5242,18/05/2020,MARESME,5,0.0,1.0,2.0,1.0,0.0,0.0
5262,18/05/2020,VALLES ORIENTAL,4,0.0,1.0,,,,
5245,18/05/2020,NOGUERA,1,0.0,1.0,,,,
5250,18/05/2020,SEGRIA,10,1.0,0.0,,,,
5258,18/05/2020,VALLES OCCIDENTAL,12,1.0,0.0,1.0,0.0,1.0,0.0
5252,18/05/2020,SELVA,2,1.0,0.0,,,,
5253,18/05/2020,SELVA,1,0.0,1.0,,,,
5254,18/05/2020,TARRAGONES,1,1.0,0.0,1.0,0.0,1.0,0.0
5255,18/05/2020,TARRAGONES,3,0.0,1.0,1.0,0.0,1.0,0.0
5256,18/05/2020,URGELL,1,0.0,1.0,,,,
5257,18/05/2020,VALLES OCCIDENTAL,12,1.0,0.0,1.0,1.0,0.0,0.0
5259,18/05/2020,VALLES OCCIDENTAL,8,0.0,1.0,1.0,1.0,0.0,0.0
5260,18/05/2020,VALLES OCCIDENTAL,8,0.0,1.0,1.0,0.0,1.0,0.0
5261,18/05/2020,VALLES ORIENTAL,5,1.0,0.0,,,,
5241,18/05/2020,MARESME,9,1.0,0.0,2.0,1.0,0.0,0.0
5251,18/05/2020,SEGRIA,7,0.0,1.0,,,,
5240,18/05/2020,GIRONES,7,0.0,1.0,2.0,0.0,1.0,0.0
5228,18/05/2020,BAIX LLOBREGAT,16,1.0,0.0,1.0,1.0,0.0,0.0
5238,18/05/2020,GARROTXA,2,0.0,1.0,,,,
5239,18/05/2020,GIRONES,15,1.0,0.0,2.0,0.0,1.0,0.0
5216,18/05/2020,ALT EMPORDA,2,1.0,0.0,,,,
5217,18/05/2020,ALT EMPORDA,1,0.0,1.0,,,,
5218,18/05/2020,ALT PENEDES,3,1.0,0.0,,,,
5220,18/05/2020,ALT URGELL,1,1.0,0.0,,,,
5221,18/05/2020,ANOIA,6,1.0,0.0,1.0,1.0,0.0,0.0
5222,18/05/2020,ANOIA,4,0.0,1.0,1.0,1.0,0.0,0.0
5223,18/05/2020,BAGES,4,1.0,0.0,,,,
5224,18/05/2020,BAGES,1,0.0,1.0,,,,
5225,18/05/2020,BAIX CAMP,3,1.0,0.0,,,,
5219,18/05/2020,ALT PENEDES,4,0.0,1.0,,,,
5227,18/05/2020,BAIX EMPORDA,2,0.0,1.0,1.0,1.0,0.0,0.0
5237,18/05/2020,GARROTXA,2,1.0,0.0,,,,
5226,18/05/2020,BAIX CAMP,2,0.0,1.0,,,,
5236,18/05/2020,GARRAF,3,0.0,1.0,,,,
5234,18/05/2020,CONCA DE BARBERA,1,1.0,0.0,,,,
5235,18/05/2020,GARRAF,1,1.0,0.0,,,,
5232,18/05/2020,BARCELONES,63,1.0,0.0,1.0,1.0,0.0,0.0
5231,18/05/2020,BAIX LLOBREGAT,18,0.0,1.0,2.0,0.0,1.0,0.0
5230,18/05/2020,BAIX LLOBREGAT,18,0.0,1.0,1.0,1.0,0.0,0.0
5229,18/05/2020,BAIX LLOBREGAT,16,1.0,0.0,2.0,0.0,1.0,0.0
5233,18/05/2020,BARCELONES,48,0.0,1.0,1.0,1.0,0.0,0.0
5306,19/05/2020,RIPOLLES,1,0.0,1.0,,,,
5302,19/05/2020,PALLARS JUSSA,1,0.0,1.0,,,,
5305,19/05/2020,RIBERA D'EBRE,1,0.0,1.0,,,,
5304,19/05/2020,PLA DE L'ESTANY,4,1.0,0.0,1.0,0.0,1.0,0.0
5303,19/05/2020,PLA D'URGELL,1,1.0,0.0,,,,
5301,19/05/2020,PALLARS JUSSA,2,1.0,0.0,,,,
5297,19/05/2020,NOGUERA,2,1.0,0.0,,,,
5299,19/05/2020,OSONA,9,1.0,0.0,,,,
5298,19/05/2020,NOGUERA,1,0.0,1.0,,,,
5296,19/05/2020,MONTSIA,1,1.0,0.0,,,,
5295,19/05/2020,MOIANÈS,1,0.0,1.0,,,,
5307,19/05/2020,SEGARRA,2,1.0,0.0,,,,
5300,19/05/2020,OSONA,5,0.0,1.0,,,,
5308,19/05/2020,SEGARRA,1,0.0,1.0,,,,
5319,19/05/2020,VALLES OCCIDENTAL,8,0.0,1.0,1.0,0.0,1.0,0.0
5310,19/05/2020,SEGRIA,8,0.0,1.0,,,,
5311,19/05/2020,SELVA,4,1.0,0.0,1.0,0.0,1.0,0.0
5312,19/05/2020,SELVA,1,0.0,1.0,1.0,0.0,1.0,0.0
5313,19/05/2020,SOLSONES,1,1.0,0.0,,,,
5314,19/05/2020,TARRAGONES,2,1.0,0.0,1.0,0.0,1.0,0.0
5315,19/05/2020,TARRAGONES,1,0.0,1.0,1.0,0.0,1.0,0.0
5316,19/05/2020,VALLES OCCIDENTAL,19,1.0,0.0,3.0,1.0,0.0,0.0
5317,19/05/2020,VALLES OCCIDENTAL,19,1.0,0.0,1.0,0.0,1.0,0.0
5318,19/05/2020,VALLES OCCIDENTAL,8,0.0,1.0,3.0,1.0,0.0,0.0
5320,19/05/2020,VALLES ORIENTAL,10,1.0,0.0,1.0,1.0,0.0,0.0
5321,19/05/2020,VALLES ORIENTAL,10,1.0,0.0,1.0,0.0,1.0,0.0
5322,19/05/2020,VALLES ORIENTAL,5,0.0,1.0,1.0,1.0,0.0,0.0
5323,19/05/2020,VALLES ORIENTAL,5,0.0,1.0,1.0,0.0,1.0,0.0
5309,19/05/2020,SEGRIA,14,1.0,0.0,,,,
5293,19/05/2020,MARESME,16,1.0,0.0,,,,
5294,19/05/2020,MARESME,2,0.0,1.0,,,,
5291,19/05/2020,GIRONES,6,1.0,0.0,1.0,0.0,1.0,0.0
5263,19/05/2020,ALT EMPORDA,2,1.0,0.0,,,,
5292,19/05/2020,GIRONES,5,0.0,1.0,1.0,0.0,1.0,0.0
5265,19/05/2020,ALT PENEDES,6,1.0,0.0,,,,
5266,19/05/2020,ALT PENEDES,3,0.0,1.0,,,,
5267,19/05/2020,ANOIA,2,1.0,0.0,2.0,1.0,0.0,0.0
5268,19/05/2020,ANOIA,2,1.0,0.0,2.0,0.0,1.0,0.0
5269,19/05/2020,ANOIA,1,0.0,1.0,2.0,1.0,0.0,0.0
5270,19/05/2020,ANOIA,1,0.0,1.0,2.0,0.0,1.0,0.0
5271,19/05/2020,BAGES,5,1.0,0.0,1.0,1.0,0.0,0.0
5272,19/05/2020,BAGES,5,1.0,0.0,1.0,0.0,1.0,0.0
5273,19/05/2020,BAGES,3,0.0,1.0,1.0,1.0,0.0,0.0
5274,19/05/2020,BAGES,3,0.0,1.0,1.0,0.0,1.0,0.0
5275,19/05/2020,BAIX CAMP,1,1.0,0.0,1.0,0.0,1.0,0.0
5276,19/05/2020,BAIX EMPORDA,2,1.0,0.0,,,,
5264,19/05/2020,ALT EMPORDA,2,0.0,1.0,,,,
5278,19/05/2020,BAIX LLOBREGAT,28,1.0,0.0,2.0,0.0,1.0,0.0
5277,19/05/2020,BAIX EMPORDA,2,0.0,1.0,,,,
5289,19/05/2020,GARRAF,1,0.0,1.0,,,,
5288,19/05/2020,GARRAF,5,1.0,0.0,,,,
5287,19/05/2020,CERDANYA,1,1.0,0.0,,,,
5286,19/05/2020,BERGUEDA,1,0.0,1.0,,,,
5285,19/05/2020,BERGUEDA,1,1.0,0.0,,,,
5290,19/05/2020,GARRIGUES,1,0.0,1.0,,,,
5283,19/05/2020,BARCELONES,58,0.0,1.0,6.0,1.0,0.0,0.0
5282,19/05/2020,BARCELONES,84,1.0,0.0,5.0,0.0,1.0,0.0
5281,19/05/2020,BARCELONES,84,1.0,0.0,6.0,1.0,0.0,0.0
5280,19/05/2020,BAIX PENEDES,1,0.0,1.0,,,,
5279,19/05/2020,BAIX LLOBREGAT,12,0.0,1.0,2.0,0.0,1.0,0.0
5284,19/05/2020,BARCELONES,58,0.0,1.0,5.0,0.0,1.0,0.0
5359,20/05/2020,RIBERA D'EBRE,1,1.0,0.0,,,,
5358,20/05/2020,PLA D'URGELL,5,1.0,0.0,,,,
5357,20/05/2020,OSONA,6,0.0,1.0,,,,
5356,20/05/2020,OSONA,6,1.0,0.0,,,,
5354,20/05/2020,NOGUERA,1,1.0,0.0,,,,
5353,20/05/2020,MOIANÈS,2,0.0,1.0,1.0,1.0,0.0,0.0
5352,20/05/2020,MARESME,7,0.0,1.0,1.0,0.0,1.0,0.0
5351,20/05/2020,MARESME,18,1.0,0.0,1.0,0.0,1.0,0.0
5360,20/05/2020,RIPOLLES,1,1.0,0.0,,,,
5355,20/05/2020,NOGUERA,1,0.0,1.0,,,,
5361,20/05/2020,SEGARRA,2,1.0,0.0,1.0,0.0,1.0,0.0
5368,20/05/2020,URGELL,2,1.0,0.0,,,,
5363,20/05/2020,SEGRIA,16,1.0,0.0,,,,
5364,20/05/2020,SEGRIA,8,0.0,1.0,,,,
5365,20/05/2020,SELVA,6,1.0,0.0,1.0,1.0,0.0,0.0
5366,20/05/2020,TARRAGONES,3,1.0,0.0,1.0,1.0,0.0,0.0
5367,20/05/2020,TARRAGONES,3,1.0,0.0,1.0,0.0,1.0,0.0
5369,20/05/2020,VALLES OCCIDENTAL,23,1.0,0.0,2.0,1.0,0.0,0.0
5374,20/05/2020,VALLES ORIENTAL,2,0.0,1.0,3.0,0.0,1.0,0.0
5371,20/05/2020,VALLES OCCIDENTAL,11,0.0,1.0,2.0,1.0,0.0,0.0
5372,20/05/2020,VALLES OCCIDENTAL,11,0.0,1.0,3.0,0.0,1.0,0.0
5373,20/05/2020,VALLES ORIENTAL,4,1.0,0.0,3.0,0.0,1.0,0.0
5350,20/05/2020,GIRONES,8,0.0,1.0,,,,
5362,20/05/2020,SEGARRA,9,0.0,1.0,1.0,0.0,1.0,0.0
5349,20/05/2020,GIRONES,15,1.0,0.0,,,,
5370,20/05/2020,VALLES OCCIDENTAL,23,1.0,0.0,3.0,0.0,1.0,0.0
5347,20/05/2020,GARROTXA,2,1.0,0.0,,,,
5348,20/05/2020,GARROTXA,1,0.0,1.0,,,,
5324,20/05/2020,ALT EMPORDA,3,1.0,0.0,,,,
5325,20/05/2020,ALT EMPORDA,2,0.0,1.0,,,,
5326,20/05/2020,ALT PENEDES,6,1.0,0.0,2.0,1.0,0.0,0.0
5327,20/05/2020,ALT PENEDES,6,1.0,0.0,1.0,0.0,1.0,0.0
5329,20/05/2020,ALT PENEDES,3,0.0,1.0,1.0,0.0,1.0,0.0
5330,20/05/2020,ANOIA,3,1.0,0.0,,,,
5331,20/05/2020,ANOIA,2,0.0,1.0,,,,
5332,20/05/2020,BAGES,2,1.0,0.0,2.0,1.0,0.0,0.0
5333,20/05/2020,BAIX CAMP,1,1.0,0.0,,,,
5334,20/05/2020,BAIX CAMP,20,0.0,1.0,,,,
5328,20/05/2020,ALT PENEDES,3,0.0,1.0,2.0,1.0,0.0,0.0
5336,20/05/2020,BAIX EMPORDA,2,0.0,1.0,1.0,1.0,0.0,0.0
5335,20/05/2020,BAIX EMPORDA,1,1.0,0.0,1.0,1.0,0.0,0.0
5346,20/05/2020,GARRAF,2,0.0,1.0,,,,
5345,20/05/2020,GARRAF,2,1.0,0.0,,,,
5344,20/05/2020,CERDANYA,1,1.0,0.0,,,,
5342,20/05/2020,BARCELONES,34,0.0,1.0,5.0,0.0,1.0,0.0
5343,20/05/2020,BERGUEDA,1,0.0,1.0,,,,
5341,20/05/2020,BARCELONES,34,0.0,1.0,6.0,1.0,0.0,0.0
5340,20/05/2020,BARCELONES,58,1.0,0.0,5.0,0.0,1.0,0.0
5339,20/05/2020,BARCELONES,58,1.0,0.0,6.0,1.0,0.0,0.0
5338,20/05/2020,BAIX LLOBREGAT,15,0.0,1.0,,,,
5337,20/05/2020,BAIX LLOBREGAT,28,1.0,0.0,,,,
5415,21/05/2020,PLA D'URGELL,6,1.0,0.0,,,,
5418,21/05/2020,RIBERA D'EBRE,1,0.0,1.0,,,,
5417,21/05/2020,PLA DE L'ESTANY,1,1.0,0.0,,,,
5416,21/05/2020,PLA D'URGELL,2,0.0,1.0,,,,
5419,21/05/2020,RIPOLLES,1,1.0,0.0,,,,
5414,21/05/2020,OSONA,5,0.0,1.0,1.0,1.0,0.0,0.0
5408,21/05/2020,MARESME,27,1.0,0.0,2.0,1.0,0.0,0.0
5412,21/05/2020,NOGUERA,3,0.0,1.0,,,,
5411,21/05/2020,MARESME,8,0.0,1.0,1.0,0.0,1.0,0.0
5410,21/05/2020,MARESME,8,0.0,1.0,2.0,1.0,0.0,0.0
5409,21/05/2020,MARESME,27,1.0,0.0,1.0,0.0,1.0,0.0
5420,21/05/2020,RIPOLLES,1,0.0,1.0,,,,
5413,21/05/2020,OSONA,6,1.0,0.0,1.0,1.0,0.0,0.0
5421,21/05/2020,SEGARRA,4,1.0,0.0,,,,
5433,21/05/2020,VALLES OCCIDENTAL,15,0.0,1.0,2.0,1.0,0.0,0.0
5423,21/05/2020,SEGRIA,15,1.0,0.0,1.0,0.0,1.0,0.0
5424,21/05/2020,SEGRIA,16,0.0,1.0,1.0,0.0,1.0,0.0
5425,21/05/2020,SELVA,3,1.0,0.0,1.0,0.0,1.0,0.0
5426,21/05/2020,SELVA,4,0.0,1.0,1.0,0.0,1.0,0.0
5427,21/05/2020,TARRAGONES,2,1.0,0.0,,,,
5428,21/05/2020,TARRAGONES,2,0.0,1.0,,,,
5429,21/05/2020,URGELL,2,1.0,0.0,,,,
5430,21/05/2020,URGELL,3,0.0,1.0,,,,
5431,21/05/2020,VALL D'ARAN,1,0.0,1.0,,,,
5432,21/05/2020,VALLES OCCIDENTAL,26,1.0,0.0,2.0,1.0,0.0,0.0
5407,21/05/2020,GIRONES,7,0.0,1.0,,,,
5434,21/05/2020,VALLES ORIENTAL,8,1.0,0.0,,,,
5435,21/05/2020,VALLES ORIENTAL,4,0.0,1.0,,,,
5422,21/05/2020,SEGARRA,1,0.0,1.0,,,,
5405,21/05/2020,GARROTXA,1,0.0,1.0,,,,
5406,21/05/2020,GIRONES,20,1.0,0.0,,,,
5376,21/05/2020,ALT EMPORDA,1,0.0,1.0,,,,
5375,21/05/2020,ALT EMPORDA,8,1.0,0.0,,,,
5404,21/05/2020,GARROTXA,1,1.0,0.0,,,,
5377,21/05/2020,ALT PENEDES,7,1.0,0.0,,,,
5378,21/05/2020,ALT PENEDES,1,0.0,1.0,,,,
5379,21/05/2020,ALT URGELL,1,1.0,0.0,,,,
5380,21/05/2020,ALT URGELL,1,0.0,1.0,,,,
5381,21/05/2020,ANOIA,11,1.0,0.0,3.0,1.0,0.0,0.0
5382,21/05/2020,ANOIA,3,0.0,1.0,3.0,1.0,0.0,0.0
5384,21/05/2020,BAGES,4,0.0,1.0,,,,
5385,21/05/2020,BAIX CAMP,1,1.0,0.0,,,,
5386,21/05/2020,BAIX EBRE,1,0.0,1.0,,,,
5387,21/05/2020,BAIX EMPORDA,4,1.0,0.0,1.0,1.0,0.0,0.0
5388,21/05/2020,BAIX EMPORDA,4,1.0,0.0,1.0,0.0,1.0,0.0
5389,21/05/2020,BAIX EMPORDA,5,0.0,1.0,1.0,1.0,0.0,0.0
5383,21/05/2020,BAGES,8,1.0,0.0,,,,
5391,21/05/2020,BAIX LLOBREGAT,36,1.0,0.0,,,,
5390,21/05/2020,BAIX EMPORDA,5,0.0,1.0,1.0,0.0,1.0,0.0
5402,21/05/2020,GARRAF,1,0.0,1.0,1.0,0.0,1.0,0.0
5401,21/05/2020,GARRAF,4,1.0,0.0,1.0,0.0,1.0,0.0
5400,21/05/2020,BERGUEDA,1,0.0,1.0,,,,
5399,21/05/2020,BERGUEDA,1,1.0,0.0,,,,
5398,21/05/2020,BARCELONES,73,0.0,1.0,3.0,0.0,1.0,0.0
5403,21/05/2020,GARRIGUES,1,0.0,1.0,,,,
5396,21/05/2020,BARCELONES,117,1.0,0.0,3.0,0.0,1.0,0.0
5395,21/05/2020,BARCELONES,117,1.0,0.0,9.0,1.0,0.0,0.0
5394,21/05/2020,BAIX PENEDES,2,0.0,1.0,,,,
5393,21/05/2020,BAIX PENEDES,6,1.0,0.0,,,,
5392,21/05/2020,BAIX LLOBREGAT,14,0.0,1.0,,,,
5397,21/05/2020,BARCELONES,73,0.0,1.0,9.0,1.0,0.0,0.0
5477,22/05/2020,RIPOLLES,1,0.0,1.0,,,,
5476,22/05/2020,RIPOLLES,2,1.0,0.0,,,,
5475,22/05/2020,RIBERA D'EBRE,1,1.0,0.0,,,,
5474,22/05/2020,PLA DE L'ESTANY,1,0.0,1.0,,,,
5473,22/05/2020,PLA DE L'ESTANY,1,1.0,0.0,,,,
5470,22/05/2020,OSONA,2,0.0,1.0,1.0,1.0,0.0,0.0
5471,22/05/2020,OSONA,2,0.0,1.0,1.0,0.0,1.0,0.0
5469,22/05/2020,OSONA,6,1.0,0.0,1.0,0.0,1.0,0.0
5468,22/05/2020,OSONA,6,1.0,0.0,1.0,1.0,0.0,0.0
5466,22/05/2020,MOIANÈS,1,0.0,1.0,,,,
5478,22/05/2020,SEGARRA,4,1.0,0.0,,,,
5472,22/05/2020,PLA D'URGELL,1,0.0,1.0,,,,
5479,22/05/2020,SEGARRA,1,0.0,1.0,,,,
5465,22/05/2020,MARESME,6,0.0,1.0,,,,
5481,22/05/2020,SEGRIA,7,0.0,1.0,1.0,0.0,1.0,0.0
5482,22/05/2020,SELVA,4,1.0,0.0,1.0,1.0,0.0,0.0
5483,22/05/2020,TARRAGONES,1,1.0,0.0,,,,
5484,22/05/2020,URGELL,5,1.0,0.0,,,,
5485,22/05/2020,URGELL,1,0.0,1.0,,,,
5486,22/05/2020,VALL D'ARAN,1,1.0,0.0,,,,
5487,22/05/2020,VALLES OCCIDENTAL,13,1.0,0.0,1.0,1.0,0.0,0.0
5488,22/05/2020,VALLES OCCIDENTAL,13,1.0,0.0,1.0,0.0,1.0,0.0
5489,22/05/2020,VALLES OCCIDENTAL,5,0.0,1.0,1.0,1.0,0.0,0.0
5490,22/05/2020,VALLES OCCIDENTAL,5,0.0,1.0,1.0,0.0,1.0,0.0
5491,22/05/2020,VALLES ORIENTAL,6,1.0,0.0,,,,
5492,22/05/2020,VALLES ORIENTAL,2,0.0,1.0,,,,
5480,22/05/2020,SEGRIA,9,1.0,0.0,1.0,0.0,1.0,0.0
5464,22/05/2020,MARESME,14,1.0,0.0,,,,
5467,22/05/2020,NOGUERA,3,1.0,0.0,,,,
5462,22/05/2020,GIRONES,14,1.0,0.0,,,,
5436,22/05/2020,ALT EMPORDA,6,1.0,0.0,,,,
5437,22/05/2020,ALT EMPORDA,3,0.0,1.0,,,,
5438,22/05/2020,ALT PENEDES,8,1.0,0.0,,,,
5439,22/05/2020,ALT PENEDES,2,0.0,1.0,,,,
5440,22/05/2020,ANOIA,6,1.0,0.0,1.0,1.0,0.0,0.0
5441,22/05/2020,ANOIA,6,1.0,0.0,1.0,0.0,1.0,0.0
5443,22/05/2020,ANOIA,3,0.0,1.0,1.0,0.0,1.0,0.0
5444,22/05/2020,BAGES,8,1.0,0.0,2.0,1.0,0.0,0.0
5445,22/05/2020,BAGES,2,0.0,1.0,2.0,1.0,0.0,0.0
5446,22/05/2020,BAIX CAMP,3,1.0,0.0,,,,
5447,22/05/2020,BAIX EMPORDA,4,1.0,0.0,1.0,0.0,1.0,0.0
5448,22/05/2020,BAIX LLOBREGAT,28,1.0,0.0,1.0,1.0,0.0,0.0
5449,22/05/2020,BAIX LLOBREGAT,28,1.0,0.0,1.0,0.0,1.0,0.0
5442,22/05/2020,ANOIA,3,0.0,1.0,1.0,1.0,0.0,0.0
5451,22/05/2020,BAIX LLOBREGAT,19,0.0,1.0,1.0,0.0,1.0,0.0
5450,22/05/2020,BAIX LLOBREGAT,19,0.0,1.0,1.0,1.0,0.0,0.0
5461,22/05/2020,GARROTXA,2,0.0,1.0,,,,
5463,22/05/2020,GIRONES,8,0.0,1.0,,,,
5460,22/05/2020,GARROTXA,3,1.0,0.0,,,,
5458,22/05/2020,GARRAF,1,1.0,0.0,,,,
5457,22/05/2020,BERGUEDA,2,0.0,1.0,2.0,1.0,0.0,0.0
5459,22/05/2020,GARRAF,1,0.0,1.0,,,,
5456,22/05/2020,BERGUEDA,3,1.0,0.0,2.0,1.0,0.0,0.0
5455,22/05/2020,BARCELONES,86,0.0,1.0,4.0,0.0,1.0,0.0
5454,22/05/2020,BARCELONES,86,0.0,1.0,3.0,1.0,0.0,0.0
5453,22/05/2020,BARCELONES,134,1.0,0.0,4.0,0.0,1.0,0.0
5452,22/05/2020,BARCELONES,134,1.0,0.0,3.0,1.0,0.0,0.0
5514,23/05/2020,SELVA,2,0.0,1.0,1.0,1.0,0.0,0.0
5511,23/05/2020,SEGRIA,6,1.0,0.0,,,,
5512,23/05/2020,SEGRIA,2,0.0,1.0,,,,
5513,23/05/2020,SELVA,2,1.0,0.0,1.0,1.0,0.0,0.0
5510,23/05/2020,RIPOLLES,1,0.0,1.0,,,,
5515,23/05/2020,TARRAGONES,1,1.0,0.0,2.0,0.0,1.0,0.0
5522,23/05/2020,VALLES ORIENTAL,1,0.0,1.0,1.0,0.0,1.0,0.0
5517,23/05/2020,URGELL,4,0.0,1.0,,,,
5518,23/05/2020,VALLES OCCIDENTAL,11,1.0,0.0,1.0,1.0,0.0,0.0
5519,23/05/2020,VALLES OCCIDENTAL,11,1.0,0.0,2.0,0.0,1.0,0.0
5520,23/05/2020,VALLES OCCIDENTAL,2,0.0,1.0,1.0,1.0,0.0,0.0
5521,23/05/2020,VALLES OCCIDENTAL,2,0.0,1.0,2.0,0.0,1.0,0.0
5509,23/05/2020,OSONA,1,1.0,0.0,1.0,1.0,0.0,0.0
5516,23/05/2020,URGELL,3,1.0,0.0,,,,
5508,23/05/2020,MARESME,2,0.0,1.0,1.0,1.0,0.0,0.0
5503,23/05/2020,BARCELONES,24,0.0,1.0,6.0,0.0,1.0,0.0
5506,23/05/2020,GIRONES,2,0.0,1.0,3.0,1.0,0.0,0.0
5507,23/05/2020,MARESME,1,1.0,0.0,1.0,1.0,0.0,0.0
5493,23/05/2020,ANOIA,1,0.0,1.0,,,,
5494,23/05/2020,BAGES,2,1.0,0.0,3.0,1.0,0.0,0.0
5495,23/05/2020,BAGES,4,0.0,1.0,3.0,1.0,0.0,0.0
5497,23/05/2020,BAIX CAMP,1,0.0,1.0,,,,
5498,23/05/2020,BAIX LLOBREGAT,10,1.0,0.0,1.0,1.0,0.0,0.0
5496,23/05/2020,BAIX CAMP,1,1.0,0.0,,,,
5500,23/05/2020,BARCELONES,43,1.0,0.0,3.0,1.0,0.0,0.0
5501,23/05/2020,BARCELONES,43,1.0,0.0,6.0,0.0,1.0,0.0
5502,23/05/2020,BARCELONES,24,0.0,1.0,3.0,1.0,0.0,0.0
5504,23/05/2020,CERDANYA,1,1.0,0.0,,,,
5505,23/05/2020,GIRONES,1,1.0,0.0,3.0,1.0,0.0,0.0
5499,23/05/2020,BAIX LLOBREGAT,3,0.0,1.0,1.0,1.0,0.0,0.0
5551,24/05/2020,SELVA,3,1.0,0.0,1.0,0.0,1.0,0.0
5545,24/05/2020,PLA D'URGELL,2,0.0,1.0,,,,
5546,24/05/2020,PLA DE L'ESTANY,1,0.0,1.0,,,,
5547,24/05/2020,SEGARRA,1,1.0,0.0,,,,
5548,24/05/2020,SEGARRA,2,0.0,1.0,,,,
5549,24/05/2020,SEGRIA,12,1.0,0.0,1.0,0.0,1.0,0.0
5550,24/05/2020,SEGRIA,14,0.0,1.0,1.0,0.0,1.0,0.0
5552,24/05/2020,SELVA,1,0.0,1.0,1.0,0.0,1.0,0.0
5561,24/05/2020,VALLES ORIENTAL,3,0.0,1.0,,,,
5554,24/05/2020,URGELL,6,0.0,1.0,,,,
5555,24/05/2020,VALL D'ARAN,2,1.0,0.0,,,,
5556,24/05/2020,VALLES OCCIDENTAL,12,1.0,0.0,3.0,1.0,0.0,0.0
5557,24/05/2020,VALLES OCCIDENTAL,12,1.0,0.0,1.0,0.0,1.0,0.0
5558,24/05/2020,VALLES OCCIDENTAL,9,0.0,1.0,3.0,1.0,0.0,0.0
5559,24/05/2020,VALLES OCCIDENTAL,9,0.0,1.0,1.0,0.0,1.0,0.0
5560,24/05/2020,VALLES ORIENTAL,5,1.0,0.0,,,,
5544,24/05/2020,PLA D'URGELL,1,1.0,0.0,,,,
5553,24/05/2020,URGELL,17,1.0,0.0,,,,
5543,24/05/2020,OSONA,1,0.0,1.0,,,,
5525,24/05/2020,BAGES,1,1.0,0.0,1.0,0.0,1.0,0.0
5541,24/05/2020,NOGUERA,4,1.0,0.0,,,,
5542,24/05/2020,OSONA,1,1.0,0.0,,,,
5523,24/05/2020,ALT PENEDES,1,1.0,0.0,,,,
5524,24/05/2020,ALT URGELL,1,1.0,0.0,,,,
5526,24/05/2020,BAIX EBRE,1,1.0,0.0,,,,
